# Table 2: Raw sequencing reads of all expressed small non-coding RNA species by tissue type. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Name:,Chromosomal Position,,,,BREAST,,,,,CNS,,,,,,COLON,,,,,,,LEUKEMIA,,,,,,MELANOMA,,,,,,,,,NSCLC,,,,,,,,,OVARIAN,,,,,,,PROSTATE,,RENAL,,,,,,,
mature,structure,chromosome,start,stop,BT-549,HS-578T,MCF-7,MDA-MB-231,T-47D,SF-539,SF-295,SF-268,U251,SNB-75,SNB-19,COLO 205,HCT-15,HCC2998,HCT-116,HT-29,KM12,SW-620,CCRF-CEM,HL-60(TB),K-562,MOLT-4,RPMI 8226,SR,MALME-3M,LOX-IMVI,M14,MDA-MB-435,SK-MEL-28,SK-MEL-5,SK-MEL-2,UACC-257,UACC-62,A549,EKVX,HOP 92,HOP 62,NCI-H23,NCI-H322M,NCI-H226,NCI-H460,NCI-H522,IGR-OV1,NCI/ADR-RES,OVCAR-3,OVCAR-8,OVCAR-4,OVCAR-5,SK-OV-3,DU-145,PC-3,A498,CAKI-1,786-0,ACHN,RXF393,SN12C,TK-10,UO-31
hsa-miR-215-5p,miRNA,chr1,220117916,220117936,87,213,26,15,64,17,32,60,52,32,86,2926,129,6393,50,2460,48002,1006,32,25,379,11,17,28,1,269,222,20,24,9,66,0,89,701,83,93,62,42,27,9,87,26,240,13,32,7,22,62,34,139,28,73,51,88,156,33,49,74,17
hsa-miR-216a-3p,miRNA,chr2,55988981,55989002,8,10,0,2,1,2,2,9,42,60,111,1,2,0,0,0,1,0,1,0,1,1,0,3,0,4,0,0,1,0,15,0,62,2,18,8,82,11,6,1,8,0,0,3,6,0,6,5,5,10,2,0,2,1,3,6,4,2,33
hsa-miR-216a-5p,miRNA,chr2,55989020,55989041,7,3,2,11,0,0,0,3,9,4,88,0,2,0,2,2,1,3,0,0,0,1,0,1,0,6,0,3,1,0,30,0,179,1,3,2,62,0,1,1,8,1,1,4,12,0,4,3,2,7,0,0,0,0,0,1,1,2,68
hsa-miR-216b-3p,miRNA,chr2,56000724,56000747,6,0,0,0,0,0,0,0,2,1,2,0,3,3,2,1,0,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,2,1,1,0,1,0,0,0,1,1,3,1,0,2,1,4,0,1,4,2,0
hsa-miR-216b-5p,miRNA,chr2,56000764,56000785,1,5,3,7,4,0,0,7,12,1,3,1,0,5,0,27,2,3,0,0,0,0,1,0,0,1,0,0,0,1,10,1,298,1,7,1,28,2,2,1,5,2,1,1,41,3,1,3,1,2,1,1,1,1,0,1,1,2,104
hsa-miR-217,miRNA,chr2,55983020,55983042,615,534,35,450,255,268,45,808,1742,2754,6515,1,23,20,65,12,10,80,2,17,16,1,9,61,0,415,14,7,33,10,3161,195,16050,18,463,349,4559,20,20,55,545,94,43,141,1414,105,89,271,205,744,68,52,52,167,8,89,86,63,7079
hsa-miR-218-1-3p,miRNA,chr4,20528342,20528363,73,23,1,3,1,0,22,13,6,3,73,2,2,1,0,0,1,1,0,1,34,0,0,2,0,4,0,18,0,1,0,0,6,1,8,4,22,0,15,28,1,9,3,2,45,1,0,0,8,3,11,3,3,0,18,1,4,7,1
hsa-miR-218-2-3p,miRNA,chr5,168768168,168768189,4,1,1,0,1,1,1,4,6,0,2,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,6,5,0,9,3,2,2,0,0,0,3,0,0,10,0,2,1,1,5,1,0,3,0,2,2,1
hsa-miR-218-5p,miRNA,chr5,168768211,168768231,15080,1729,456,1130,36,693,4549,3558,2267,84,8006,98,45,26,189,33,37,287,32,37,3035,84,53,60,1,1615,110,792,849,486,1980,1,495,2100,2701,616,6228,529,7024,3490,268,2853,562,518,15935,628,4398,64,3537,166,4037,424,980,61,3085,373,702,464,321
hsa-miR-219a-1-3p,miRNA,chr6,33207896,33207917,86,118,202,97,171,342,222,244,49,66,79,77,141,150,527,318,180,495,297,82,689,318,345,95,1,333,301,401,47,95,158,0,114,120,168,75,109,155,99,105,168,795,175,246,369,215,181,193,582,168,166,56,120,276,382,395,299,83,109
hsa-miR-219a-2-3p,miRNA,chr9,128392632,128392653,2,3,2,2,0,0,5,1,24,1,33,0,0,2,0,0,0,3,1,1,3,0,5,0,0,4,14,62,14,13,33,0,50,0,0,0,2,1,3,1,0,2,1,0,1,2,1,0,1,1,1,1,0,0,1,4,2,25,0
hsa-miR-219b-3p,miRNA,chr9,128392676,128392698,26,5,21,11,24,9,4,20,5,3,18,3,19,0,13,22,10,7,8,7,45,5,10,4,0,24,6,4,4,5,20,0,9,13,9,1,6,15,27,3,20,31,18,7,37,1,5,7,27,42,14,4,4,22,3,25,9,6,4
hsa-miR-219b-5p,miRNA,chr9,128392634,128392655,21,3,29,13,11,22,6,18,6,0,8,8,25,5,24,40,27,6,21,6,39,12,12,6,0,34,11,8,8,9,22,0,9,10,24,8,14,21,25,4,19,32,15,8,53,6,7,25,21,23,26,5,4,22,6,35,20,6,3
hsa-miR-22-3p,miRNA,chr17,1713914,1713935,2257107,2803929,693874,897265,308847,2609422,2566734,5714300,1101372,924717,1242590,496591,418851,644192,300722,886324,405357,281487,51385,47051,988813,34977,99572,186696,2504,2416159,1100460,432761,1169118,408065,845289,191,836979,1069598,2058097,659258,1181277,653953,1024405,1754637,1142942,773906,840435,1625627,1113451,2289031,1714932,999505,1587921,3082636,817158,2652412,1144992,1794095,1776732,2953652,1135607,531345,721542
hsa-miR-22-5p,miRNA,chr17,1713952,1713973,1234,1705,360,616,160,2597,4082,1836,1194,243,1330,578,399,602,175,308,378,201,40,33,562,29,65,236,0,1818,1212,446,1038,657,565,0,384,729,813,521,1202,389,660,1603,648,805,744,1090,932,2089,1227,413,1387,1466,524,1499,661,753,1781,1919,1387,1114,669
hsa-miR-221-3p,miRNA,chrX,45746180,45746202,39563,31789,2033,81279,410,16673,32544,62541,11710,5909,49474,11874,18355,18712,27562,70264,18994,18487,3194,12392,2563,2746,1638,5026,52,42875,38479,13807,15500,4373,36619,6,26817,18501,3918,50607,17945,12666,28084,35201,7714,85014,25881,27474,43473,35867,28500,31733,29700,21408,25357,8115,15047,22042,13248,24485,56228,12186,10139
hsa-miR-221-5p,miRNA,chrX,45746221,45746242,86,149,14,314,0,54,200,465,78,71,160,58,107,43,93,119,84,52,15,48,18,18,6,28,0,209,84,49,53,14,87,0,86,61,19,162,24,29,34,90,40,345,67,66,173,132,82,86,116,60,57,17,68,89,53,115,231,47,49
hsa-miR-222-3p,miRNA,chrX,45747036,45747056,7560,8255,446,12837,145,3946,6748,23863,4337,2310,11196,3332,3961,4366,8184,13345,4471,4657,991,2451,607,774,450,1460,11,10650,8514,3116,4608,1425,8946,2,6424,3339,862,9660,3252,3403,6180,8125,1698,19525,6141,8532,8686,9405,6049,10399,7342,3823,5359,1504,6142,5403,3536,6777,18928,3298,2926
hsa-miR-222-5p,miRNA,chrX,45747073,45747094,3698,2731,176,6795,40,1164,1807,8559,679,704,2968,1706,4122,1930,4077,2573,3024,1163,558,2479,821,461,327,1246,4,6334,1948,1198,993,414,1719,1,1290,1109,406,3948,465,1533,2121,1554,1101,5140,2818,4054,4934,5269,1706,1870,1152,2425,933,554,3091,2580,1509,1653,7858,731,2109
hsa-miR-223-3p,miRNA,chrX,66018937,66018958,108,282,26,14,0,1,0,0,1,2,0,60,300,80,139,353,342,3,43960,68122,119581,4703,49,6,2,414,172,5,0,0,0,0,0,125,92,119,257,16,23,14,11,1,333,16,0,0,2,1,24,193,2,95,55,92,48,1,0,1,0
hsa-miR-223-5p,miRNA,chrX,66018895,66018916,5,27,10,3,1,0,1,1,1,3,5,7,37,16,22,42,54,6,4230,14313,17947,851,7,4,0,60,11,1,0,0,1,0,0,11,21,27,43,2,9,3,6,0,40,1,0,1,0,0,0,39,1,14,3,11,8,1,3,5,1
hsa-miR-224-3p,miRNA,chrX,151958584,151958606,120,42,1,26,2,0,35,87,20,12,17,72,16,26,7,419,6,52,1,0,493,1,2,1,0,4,3,2,1,0,1,0,0,162,54,161,331,11,136,35,101,2,0,0,55,1,29,82,113,3,1,2,40,0,0,66,21,18,25
hsa-miR-224-5p,miRNA,chrX,151958631,151958651,11079,2910,52,1587,27,77,2411,6901,1950,1237,1131,7230,1241,1674,468,49999,199,3109,27,39,36025,14,48,50,5,290,133,18,36,23,28,1,21,10194,4324,6924,7615,1726,6505,1916,8100,70,180,18,3824,49,2294,5837,5151,75,46,87,3400,59,51,11265,1932,671,1719
hsa-miR-2276-3p,miRNA,chr13,24162469,24162490,8,2,36,5,2,4,3,4,3,1,6,19,6,4,7,33,8,37,7,2,1,4,11,7,0,4,39,13,16,21,6,0,15,5,3,1,5,6,4,2,1,11,6,2,13,3,5,8,19,4,17,0,3,3,0,14,8,6,2
hsa-miR-2276-5p,miRNA,chr13,24162431,24162452,2,1,29,2,5,4,3,5,2,0,1,29,4,3,9,21,11,36,8,3,1,5,5,15,0,0,28,13,10,30,14,0,18,2,4,1,2,7,3,1,8,7,12,4,11,1,1,4,8,2,12,0,2,4,3,18,2,1,1
hsa-miR-2277-3p,miRNA,chr5,93620710,93620730,46,37,49,6,11,51,26,42,16,10,29,22,26,21,53,56,49,8,21,12,5,14,11,17,1,43,92,29,45,64,78,0,58,39,11,18,16,52,79,5,29,339,48,10,59,15,12,6,59,40,31,6,8,14,4,83,32,33,8
hsa-miR-2277-5p,miRNA,chr5,93620748,93620771,72,106,73,23,17,78,29,98,27,13,59,38,40,40,59,90,52,14,46,27,12,25,28,33,1,50,114,66,106,105,115,0,72,55,17,18,40,79,73,15,42,463,81,21,73,15,19,29,72,46,36,19,21,21,7,79,60,50,16
hsa-miR-2278,miRNA,chr9,94809977,94809998,12,5,19,4,10,19,2,4,17,8,19,7,12,6,15,33,31,16,2,2,21,4,2,9,0,4,6,7,11,18,14,1,29,24,5,5,12,34,12,6,9,27,16,11,22,5,19,2,11,23,22,9,8,14,8,7,4,19,10
hsa-miR-2355-3p,miRNA,chr2,207109999,207110020,752,531,411,28,65,736,99,464,149,58,908,11,105,123,239,7,8,23,43,146,17,88,390,37,1,2270,221,237,283,257,868,0,59,1681,771,84,557,262,964,247,388,52,9,135,834,155,341,168,2257,245,171,453,146,457,423,2910,641,191,166
hsa-miR-2355-5p,miRNA,chr2,207110043,207110063,3271,4153,1543,91,255,4288,587,3351,1169,963,5267,45,332,552,1011,56,48,113,293,720,63,586,1288,226,2,7218,900,1084,1314,1317,2997,0,294,4771,3593,387,2340,1062,2444,1142,1486,185,45,451,3367,659,1348,557,7749,904,523,2463,1180,2357,2316,15183,4048,1978,621
hsa-miR-2392,miRNA,chr14,100814551,100814570,0,1,4,0,1,0,0,2,0,0,1,1,1,2,2,3,3,6,0,2,10,3,4,2,0,3,1,1,1,0,0,0,0,2,0,2,0,0,5,1,0,1,2,0,3,0,1,3,0,0,0,1,0,0,5,0,1,1,1
hsa-miR-23a-3p,miRNA,chr19,13836595,13836615,393638,270429,120436,103073,47795,302338,344277,494142,166337,115662,216613,69813,138452,40514,117104,193147,107372,128219,8730,92533,73619,3648,94755,62806,246,246224,227627,141071,118890,60114,280580,24,152194,144204,220298,171429,150854,184697,442866,191145,132586,233765,71432,218477,377711,335990,260574,147815,583088,378450,292285,494678,188473,349353,123373,742477,262017,99852,68317
hsa-miR-23a-5p,miRNA,chr19,13836630,13836651,587,447,232,185,86,837,1402,883,544,160,499,1026,347,276,300,271,351,634,60,822,257,10,327,313,0,421,898,489,438,239,258,0,302,272,320,542,192,519,1158,248,448,418,138,408,877,710,592,412,1739,391,491,700,777,761,443,1508,824,131,268
hsa-miR-23b-3p,miRNA,chr9,95085265,95085285,67881,46458,25420,22920,28605,93263,43898,36197,51842,51358,57012,61989,9933,1587,6586,29792,55776,89206,3818,2563,8052,3106,6664,3641,74,8567,8837,6344,6608,18052,15279,18,43709,91327,31294,18404,31105,3934,72995,20453,16791,12514,72280,3507,62101,5982,54758,17056,59086,42660,20826,52834,15193,55036,19517,30283,13971,23238,8885
hsa-miR-23b-5p,miRNA,chr9,95085227,95085248,137,33,56,53,33,198,142,25,75,48,131,99,29,3,13,26,154,91,10,6,21,8,12,8,0,12,37,11,13,39,9,0,55,308,38,41,78,8,110,31,61,18,112,7,154,3,72,33,190,53,22,78,29,54,56,69,29,49,32
hsa-miR-23c,miRNA,chrX,20017101,20017122,1209,477,555,444,442,660,655,550,920,728,983,591,279,144,223,393,384,1051,63,166,159,71,201,266,2,372,258,244,167,164,334,4,2341,1147,661,445,549,353,1088,509,334,460,456,376,738,402,706,276,783,1034,476,1312,376,895,324,835,555,546,907
hsa-miR-24-1-5p,miRNA,chr9,95086027,95086048,790,246,208,149,269,223,432,29,509,23,447,324,141,22,25,297,805,965,6,30,66,24,81,42,2,106,123,77,118,311,159,0,496,1190,101,42,441,59,846,266,249,209,1059,17,1100,59,706,109,829,274,244,127,83,87,261,61,101,90,101
hsa-miR-24-2-5p,miRNA,chr19,13836326,13836347,4639,1402,965,889,305,2079,2428,1669,1098,230,1600,435,1476,465,511,1006,761,783,32,551,307,18,798,487,2,2410,2005,1009,1178,687,1534,0,1053,1396,681,571,1880,2138,3942,2090,888,2607,587,1505,3228,2158,2059,845,7604,1373,1788,1303,801,1712,621,3695,1390,855,529
hsa-miR-24-3p,miRNA,chr19,13836289,13836310,240730,91479,43544,52131,15673,100428,91498,135284,35799,20204,79294,28293,46081,16419,27017,53659,41978,52265,2684,17296,14899,1855,25147,9595,109,89782,68406,27579,53385,26628,67939,22,72114,150246,40451,27077,99330,56984,128008,75925,31789,98124,53272,51890,159061,75895,74156,41168,348175,89233,55943,61402,29704,95179,25964,182326,36995,70604,23171
hsa-miR-2467-3p,miRNA,chr2,239351732,239351753,0,1,1,1,2,1,0,2,1,0,0,0,2,4,1,1,1,1,1,1,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,6,1,0,2,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,6,0
hsa-miR-2467-5p,miRNA,chr2,239351771,239351793,0,0,3,1,0,1,0,2,1,1,0,0,2,0,1,2,6,3,5,0,2,5,0,4,0,4,2,1,0,0,1,0,0,1,0,2,1,2,1,1,1,5,0,3,1,0,0,4,0,5,1,0,0,2,1,0,1,4,1
hsa-miR-25-3p,miRNA,chr7,100093571,100093592,297469,134584,536470,229955,143823,167450,280391,458198,111210,35919,328025,201714,184594,217206,365412,712446,353548,948689,543590,298165,1064527,579225,455663,166890,907,146723,449593,323269,300868,319674,587482,175,151145,355124,147028,233880,199742,315764,246835,104179,256509,613458,327483,88662,460490,204936,318091,165833,148559,307837,422150,179663,84585,188417,252382,479556,180808,224436,90008
hsa-miR-25-5p,miRNA,chr7,100093610,100093630,15,14,74,39,9,30,63,61,12,2,48,41,67,120,64,78,85,171,97,84,292,104,77,68,0,27,136,225,41,55,13,0,34,38,12,24,10,35,23,12,87,79,55,10,66,23,36,9,6,89,24,15,15,44,41,61,58,14,27
hsa-miR-2681-3p,miRNA,chr13,101967665,101967686,0,0,0,0,1,0,2,0,2,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,3,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0
hsa-miR-2681-5p,miRNA,chr13,101967704,101967725,1,1,1,0,0,0,0,2,0,1,0,0,0,0,1,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,1,2,1,0,0,0,1,0,0,0,0,5,0,0,4,1,0,0,1,0
hsa-miR-2682-3p,miRNA,chr1,98045271,98045292,707,172,5,5,4,235,12,211,2,14,51,5,8,4,3,8,5,11,9,6,4,2,17,30,1,361,10,25,9,5,10,0,27,131,58,4,48,40,129,8,26,5082,21,4,11,13,20,16,83,5,18,6,37,9,10,20,231,11,41
hsa-miR-2682-5p,miRNA,chr1,98045307,98045329,336,66,3,4,0,152,7,191,2,9,13,1,0,0,1,3,1,7,9,0,2,0,2,11,0,108,2,8,1,2,7,0,11,53,24,1,9,7,51,3,17,2134,14,2,5,3,12,6,33,2,5,0,19,4,4,12,75,2,22
hsa-miR-26a-1-3p,miRNA,chr3,37969452,37969473,25,11,14,75,21,30,27,83,16,11,37,53,119,19,65,105,106,232,64,1,59,49,1,0,0,14,140,42,39,43,122,0,22,46,28,55,16,17,202,28,20,61,92,23,120,81,44,112,64,16,2,18,32,31,44,85,81,44,38
hsa-miR-26a-2-3p,miRNA,chr12,57824620,57824641,205,56,196,83,116,202,208,339,63,25,95,177,291,51,142,293,172,252,214,275,666,86,176,47,2,466,245,119,49,102,150,0,89,163,81,223,183,165,618,78,105,174,146,187,412,304,126,195,253,161,179,71,133,64,238,172,188,98,84
hsa-miR-26a-5p,miRNA,chr12,57824658,57824679,22642,5751,30372,11375,12237,7365,7060,16154,2316,2191,6247,3739,10934,9326,6750,22342,7680,15669,7628,4022,13470,5210,10357,1000,28,18228,13462,5369,7777,4434,24268,7,5483,17129,7075,7281,19143,10115,29099,8820,4177,12706,12761,9045,20657,11070,8874,15111,18472,12843,6939,5853,4347,4187,7520,9462,10118,10586,3274
hsa-miR-26b-3p,miRNA,chr2,218402692,218402713,464,321,876,342,388,693,492,853,396,108,439,948,1640,534,669,1321,948,1205,2312,1305,1981,594,646,486,0,941,981,551,533,289,714,0,194,966,472,542,1474,969,2359,160,605,1383,827,389,1042,592,510,1040,1387,529,1037,471,273,641,640,1133,699,559,133
hsa-miR-26b-5p,miRNA,chr2,218402657,218402677,13521,4062,20544,6001,6575,7400,4875,6879,2174,643,7206,8330,12383,8071,5397,19915,9108,10992,12171,6870,9114,4575,6087,2661,30,11760,15875,7649,8196,4190,10582,1,3265,24155,4870,3523,28556,16319,28509,3472,5235,17010,13900,6305,16005,7290,6597,10334,27908,6303,11311,5339,1682,4772,5571,8797,7369,10497,1476
hsa-miR-27a-3p,miRNA,chr19,13836447,13836467,153281,74159,58783,45800,9150,35543,112580,36306,26997,5280,84603,15573,44437,36561,17506,47967,30336,31481,1076,33822,18619,1064,27113,16797,88,96882,99763,47990,57015,18286,75562,6,37982,104404,30265,23529,75853,58399,101048,84879,45861,68244,19676,58876,115629,88370,56380,38245,312527,123146,61134,71494,33758,36169,45739,96615,62911,24642,21950
hsa-miR-27a-5p,miRNA,chr19,13836487,13836508,1909,1202,852,849,168,1504,3858,2080,668,298,1463,2247,2309,764,740,548,1067,2474,149,1720,898,43,963,431,1,2223,1705,1084,686,356,483,0,724,871,433,1491,572,1047,4736,638,1041,1273,413,874,2382,2085,1192,654,3801,1910,850,876,1166,2179,1155,3556,1564,662,801
hsa-miR-27b-3p,miRNA,chr9,95085505,95085525,105201,39452,39428,29733,26585,58889,41711,16944,37810,16584,75265,61066,13933,4503,6300,32006,68559,103981,2711,3902,9628,2475,7037,4336,84,10502,11686,7131,13611,25216,20954,11,45754,233245,26328,17676,59987,5061,84661,29098,30053,15114,83456,3264,90219,6168,53054,15826,106816,66016,20566,44346,12123,33336,32167,21710,13929,32834,9871
hsa-miR-27b-5p,miRNA,chr9,95085463,95085484,1482,702,986,917,463,3099,1310,701,1036,839,2748,1877,256,193,148,669,2905,3751,164,172,294,96,243,196,0,163,638,500,430,1506,332,2,841,6076,464,432,869,151,1603,579,1275,294,1299,57,2076,188,910,299,2705,1475,467,756,515,1032,1230,625,586,740,444
hsa-miR-28-3p,miRNA,chr3,188688834,188688855,84012,131983,60675,53493,38696,169796,55199,162905,36605,59688,60742,72818,47682,38986,53605,90294,56918,56117,53998,20583,1509,48465,1878,14387,174,106184,143999,87790,103154,81709,147973,12,31673,97855,80138,96189,55762,70251,133886,36129,35658,78899,107172,42034,97780,50235,80265,183557,154185,144216,60082,80966,41810,128354,109624,390739,79880,53227,53395
hsa-miR-28-5p,miRNA,chr3,188688794,188688815,1722,4008,1553,1196,858,3699,937,3319,655,1017,1587,1288,822,1027,1357,1968,1635,1648,1434,312,89,1065,46,299,8,2702,2877,2334,2121,1955,2763,0,1193,2016,2486,2292,1355,1381,3349,580,826,2625,2724,853,2952,977,2235,3436,2580,4902,1078,2013,569,3833,1961,5782,1766,1001,1435
hsa-miR-2861,miRNA,chr9,127785971,127785989,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0
hsa-miR-2909,miRNA,chr17,37033748,37033768,1,0,0,2,1,0,0,0,0,0,1,0,1,3,2,1,0,2,2,1,2,2,0,3,0,2,2,0,0,1,0,0,0,2,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,1,1
hsa-miR-296-3p,miRNA,chr20,58817626,58817647,10,641,1330,11,823,394,236,1328,280,135,37,320,5,91,21,12,19,20,8,3,200,221,751,59,0,6,201,741,641,212,2135,0,1122,7,62,7,178,889,10,102,854,271,12,13,23,7,2086,86,34,498,22,536,825,824,6,2461,883,304,179
hsa-miR-296-5p,miRNA,chr20,58817661,58817681,2,320,509,6,167,160,40,363,44,33,13,134,5,72,5,2,10,5,3,2,90,41,183,17,0,1,91,383,318,105,597,0,207,1,33,1,133,405,8,42,189,75,9,8,8,2,448,27,17,108,3,202,209,152,0,745,198,349,54
hsa-miR-297,miRNA,chr4,110860624,110860644,1,1,2,1,1,0,2,0,0,0,1,0,0,2,1,0,2,0,0,1,0,3,1,2,0,0,1,1,0,2,0,0,0,0,0,1,3,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
hsa-miR-298,miRNA,chr20,58818280,58818303,2,1,4,3,12,1,1,0,19,18,20,2,13,6,7,2,0,24,2,4,2,8,1,14,0,4,0,5,0,2,2,0,1,2,2,6,4,4,9,6,2,2,4,4,7,2,2,1,0,7,1,3,2,6,2,4,18,36,3
hsa-miR-299-3p,miRNA,chr14,101023832,101023853,215,216,3,1,1,49,242,177,36,35,7,0,0,1,0,2,4,2,4,0,20,0,0,0,0,2,0,1,0,1,2,0,0,22,0,0,9,49,1,0,0,6,0,0,0,0,1,0,1,1,3,2,4,7,69,9,1,0,2
hsa-miR-299-5p,miRNA,chr14,101023800,101023821,1616,1761,0,1,4,1153,2569,1372,504,316,27,19,1,1,4,12,20,5,3,0,94,1,1,7,0,7,7,3,16,22,11,0,3,206,16,1,102,504,6,20,4,67,9,1,1,1,2,0,19,0,42,8,13,17,656,70,6,10,6
hsa-miR-29a-3p,miRNA,chr7,130876748,130876769,309520,145667,25762,237541,9538,107755,243137,264929,53806,24879,187690,96238,185304,305510,142921,286467,164891,221122,13536,28129,26900,12510,70324,43379,237,377140,207488,198408,356448,240719,410694,23,108592,255111,51815,412421,252150,174519,46957,238235,82017,154158,47129,287254,42787,479126,82475,267761,119757,454386,163605,121816,111897,101747,351815,172858,247339,181154,121238
hsa-miR-29a-5p,miRNA,chr7,130876786,130876807,1178,523,64,608,24,605,974,1258,247,118,592,474,817,392,450,1037,743,919,76,118,99,84,235,255,1,1514,894,997,855,862,1103,0,336,453,131,1122,609,822,172,731,338,633,228,1347,159,2180,344,952,392,1076,647,419,565,452,1333,666,1429,696,427
hsa-miR-29b-1-5p,miRNA,chr7,130877507,130877530,2230,491,113,1305,66,1377,2437,4429,510,456,1020,1861,1535,1048,1654,1076,2005,2424,197,404,280,162,566,854,4,2299,2584,2410,1730,1695,1328,0,402,1035,308,2731,616,1190,181,1149,982,429,319,2118,268,4893,554,1697,998,1516,1180,805,2102,1341,3692,2421,3465,1113,980
hsa-miR-29b-2-5p,miRNA,chr1,207802492,207802513,143,73,566,215,1051,202,80,464,163,50,281,464,302,211,196,873,329,149,1824,233,234,1410,1957,928,2,193,162,85,53,131,204,0,83,487,338,185,474,173,450,380,825,388,294,86,404,104,101,745,563,264,522,553,230,241,126,861,230,246,196
hsa-miR-29b-3p,miRNA,chr1,207802450,207802472,117132,34790,22063,114605,23204,9019,145992,20420,24672,2422,56939,39548,160565,87191,23851,237621,124622,155750,2865,13340,22340,7081,62833,24290,184,315876,142331,151790,173967,170158,242644,17,65578,120406,10596,45743,83624,104008,50016,148194,68779,95618,41966,226352,27838,351216,47102,154720,43382,195889,105355,25654,69235,12747,265887,22246,219304,22910,96485
hsa-miR-29c-3p,miRNA,chr1,207801865,207801886,2383,1079,7182,4259,7734,730,1509,2013,1120,302,5322,4164,3027,8458,1472,8358,3116,3196,9152,4290,3577,11197,11437,4548,10,2449,1818,1221,855,1031,2066,3,1623,12807,2728,2896,8823,1476,3496,3876,10052,3557,2440,1213,3152,1629,1010,5616,6455,6177,4160,5201,1536,1777,2221,3297,2782,4565,2248
hsa-miR-29c-5p,miRNA,chr1,207801903,207801924,122,67,386,246,764,240,145,310,175,43,358,764,240,203,138,811,342,232,2775,587,494,2113,1412,878,0,118,171,89,40,99,186,0,87,586,384,368,500,153,417,279,755,353,263,82,356,101,113,628,543,266,528,607,272,199,123,626,284,285,140
hsa-miR-300,miRNA,chr14,101041414,101041435,0,2,3,4,2,4,9,4,0,2,0,1,4,2,6,1,2,2,0,0,3,4,1,1,0,5,3,2,1,5,4,0,0,2,3,4,0,5,4,2,4,3,3,6,6,7,3,11,4,3,5,0,2,1,5,7,2,2,0
hsa-miR-301a-3p,miRNA,chr17,59151149,59151171,671,313,6313,334,2889,878,198,1297,205,40,366,400,810,235,467,2945,905,692,773,103,800,1058,1066,342,1,1980,321,300,551,1002,2321,2,955,542,376,216,1002,1037,3566,623,556,7685,1670,3161,2992,1132,661,818,664,1107,1104,311,427,605,285,752,347,757,310
hsa-miR-301a-5p,miRNA,chr17,59151187,59151208,481,203,1711,216,921,609,160,495,186,22,363,114,643,91,451,868,590,208,690,67,337,519,590,261,1,749,265,121,287,577,635,0,333,288,186,89,730,675,824,284,253,3918,1056,1158,1632,813,500,273,548,331,284,142,443,412,284,370,237,258,171
hsa-miR-301b-3p,miRNA,chr22,21653025,21653047,282,175,184,54,283,126,39,347,69,3,53,211,317,87,257,925,452,328,487,61,2001,440,243,111,1,316,134,90,236,169,430,1,320,51,382,78,362,111,1779,48,105,1202,539,344,730,144,279,184,20,205,357,57,13,216,26,415,135,89,80
hsa-miR-301b-5p,miRNA,chr22,21652990,21653011,85,131,24,21,78,107,22,372,51,8,61,35,202,28,161,133,270,64,474,15,428,189,91,126,0,56,97,44,92,73,55,0,134,13,142,10,74,42,253,5,52,411,187,107,306,102,175,57,34,44,89,29,26,163,34,338,90,23,36
hsa-miR-302a-3p,miRNA,chr4,112648186,112648208,0,40,1,2,1,0,0,7,0,0,1,0,1,0,1,56,45,3,0,0,45,0,1,3,9,60,29,1,0,0,0,0,1,0,0,0,1,20,1,1,1,1,12355,1,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0
hsa-miR-302a-5p,miRNA,chr4,112648224,112648246,1,75,4,5,0,2,2,92,8,1,6,0,0,1,4,110,111,2,5,0,126,0,0,0,35,137,87,0,0,1,0,0,2,2,1,3,6,70,0,4,0,18,35272,0,2,2,2,2,1,4,3,2,3,1,0,1,2,2,0
hsa-miR-302b-3p,miRNA,chr4,112648489,112648511,0,138,3,2,0,0,3,74,3,1,7,0,0,1,3,177,166,0,0,0,168,1,0,2,52,196,127,0,1,0,1,0,0,0,1,0,0,80,3,1,0,14,47987,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0
